0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.977735540921022,1.2686128440454794,0.2489940968645635,-0.040861216127794926,0.06737697789350065,0.4527603030452408,0.26828886893682247,-0.12515100660235426,0.11350537958812311,0.022641412909194625,-0.0901063568524575,-0.008400661160838681,-0.02508360895269014,-0.028791662406692693,0.06715896901973784,0.017590917260070383
-0.7703945621588469,-0.280690534267312,0.6619165537963307,0.38364491705894654,0.16814718290839056,0.040465068327051726,-0.059040786197970055,0.0984929909243296,-0.10742045565145411,0.08924813696853628,-0.16605951707351396,0.08568895239807951,0.005781304221793984,0.08434039947144653,0.032432070786242745,-0.11210345278212
-0.8175022375315453,0.21372461596700285,-0.23119622920285304,-0.48230906589122924,0.05267770979249746,0.3257402069088109,0.024173462890211463,-0.021546637546051406,0.30371327909267143,-0.5162508050491609,-0.0029185869355824513,-0.0270456428076408,-0.061163877236149605,0.054389429103728036,0.009213590525793347,-0.12990423939660797
-0.2054068265004092,-0.5186785694089548,0.7267860380369133,-0.3728204431432502,-0.013397852322742178,-0.026609867937681816,0.09492190371903679,-0.10424411108364677,0.10640381361173233,0.1913863436277306,-0.06725183110935412,0.04726203111088644,0.06410515512501144,-0.3479275697297798,-0.021905581141876136,0.10347724279840387
-0.7934002873067669,-0.14514356034164458,0.30056656268436654,-0.3924825207593699,-0.25605260234969357,-0.04932365033583444,0.03944515636139066,-0.01697206135064552,0.028433404664593022,-0.41034198637168856,-0.11602263233920077,-0.08781431866812045,-0.15235351486066998,0.38197380599916103,-0.01246870312358437,0.15700480357985053
-0.06537179703606179,0.07030269641975527,-0.5146581144598251,-0.10347609256364478,0.11688999248659801,0.42741236939395827,0.013300730617298535,0.03309974395636445,-0.023875744124862496,0.1041479287535774,-0.16856569419653342,0.010864385427359916,-0.0430916685416297,0.00560507363924875,0.08619732123340612,-0.11456145562836206
0.24643068492882422,-0.6218980948328874,0.6851863730518712,0.6461607367105018,0.3940615711448268,0.0928058954008037,-0.0656942320420236,0.1465365540818274,-0.18310296576781382,0.14613479945716012,-0.26635126638383716,0.13437843201455743,0.15385135277972256,-0.169382142752713,0.017028659029370653,0.15270837289906397
0.5707118455697394,-0.6515681542004075,0.34477293119162145,-0.5908672560188963,-0.011992161658461184,-0.5470699317388954,0.14042409933289865,-0.18515997849543075,0.12854972395656725,-0.2790891007153241,0.007044997723400439,-0.06641937482527323,-0.074471342505065,-0.04276401998538844,-0.3070154546870799,0.003590534114794497
-0.16750027925464725,-0.0005783811946669903,-0.3156765263290383,-0.14303485703661545,0.48845597495529863,-0.13096460812813374,-0.04235098757364819,0.10760657973289087,-0.22313521998561664,-0.18069353507385386,0.25641138559292825,0.004417017703158046,0.009534770150264089,-0.3267396813705564,0.09092034850095665,0.1792294755630956
-0.018826178859205647,-0.05481919281848604,-0.24480465209237887,0.10119024773029754,0.31644488756302575,-0.1348036319923838,0.08331763954743295,-0.06821409311882538,0.23616742035564572,-0.06803409330928073,0.1698520648218551,0.2025223952961813,0.37719583365042486,0.23598478022921052,-0.059484159438859034,-0.05555530545170678
-0.5425617978836444,0.01354418485608202,-0.3143977468531949,0.27970997851901663,-0.5608384733537388,0.19808925241597666,0.06158019175625957,-0.06992906821926957,-0.0028093042521505876,-0.006055037206482748,0.11585575816929992,-0.00654357616781775,0.03576705463955772,0.041323843602378375,-0.16106009765043228,-0.05446993811267012
-0.396109577506159,-0.11500823084445995,-0.17873618072365446,0.5779270591202943,-0.5834497707030991,0.21729977658681765,0.06341041302893813,-0.12004046300748694,0.10577215157745685,-0.0006920874608322303,0.41574930365033325,-0.00467510150834122,-0.026224703768344113,-0.0033980650328172828,0.1432370919161941,0.04550799491492919
0.7053076583780644,-0.2511217651720921,-0.5466973901296454,0.0340450741586731,-0.04592756627626885,0.4839254864485921,0.016648862700908772,0.12146498253662277,-0.2711712868718315,-0.05776884493872102,-0.057633408816012754,-0.009567734233792778,-0.051933683734785734,0.18904039316257648,-0.27208617421726217,-0.09698488575828543
-0.038738414061291644,-0.14913994892751578,-0.16063193094479797,0.11882430844645632,0.5163633180184762,-0.028987047035498682,-0.11071309153026704,0.22244438722924306,-0.4467365669689334,-0.2085780894580344,0.2396231050523888,0.016528943676644193,-0.139461362189344,-0.18134079904715156,0.08573076287856338,-0.04737110153299249
